,time,base,script1,script_price1,script2,script_price2,script3,script_price3,initial base quantity,final base quantity,profit,arbitrage type
786,2023-12-17 20:09:47.951265,USDT,AUDUSDT,0.72520000,AXSAUD,8.66000000,AXSUSDT,7.05000000,200.0,224.454,48.908000000000015,BUY_BUY_SELL
341,2023-12-17 20:09:47.945357,USDT,USDCUSDT,1.00090000,AUDUSDC,0.64770000,AUDUSDT,0.72520000,200.0,223.669,47.33800000000002,BUY_BUY_SELL
405,2023-12-17 20:09:47.946130,USDT,BUSDUSDT,1.00030000,COMPBUSD,45.79000000,COMPUSDT,51.08000000,200.0,222.97899999999998,45.95799999999997,BUY_BUY_SELL
143,2023-12-17 20:09:47.942418,USDT,BNBUSDT,240.90000000,WNXMBNB,0.17350000,WNXMUSDT,46.54000000,200.0,222.64,45.27999999999997,BUY_BUY_SELL
598,2023-12-17 20:09:47.948601,USDT,BUSDUSDT,1.00030000,BETABUSD,0.06354000,BETAUSDT,0.07075000,200.0,222.56799999999998,45.13599999999997,BUY_BUY_SELL
471,2023-12-17 20:09:47.946931,USDT,UNFIUSDT,7.02400000,UNFIBUSD,7.81500000,BUSDUSDT,1.00030000,200.0,222.53,45.06,BUY_SELL_SELL
638,2023-12-17 20:09:47.949108,USDT,BUSDUSDT,1.00030000,DUSKBUSD,0.14310000,DUSKUSDT,0.15930000,200.0,222.515,45.02999999999997,BUY_BUY_SELL
414,2023-12-17 20:09:47.946250,USDT,BUSDUSDT,1.00030000,MANABUSD,0.43880000,MANAUSDT,0.48780000,200.0,222.207,44.41399999999999,BUY_BUY_SELL
501,2023-12-17 20:09:47.947288,USDT,ACMUSDT,1.86600000,ACMBUSD,2.07300000,BUSDUSDT,1.00030000,200.0,222.19299999999998,44.38599999999997,BUY_SELL_SELL
185,2023-12-17 20:09:47.942998,USDT,FARMUSDT,32.88000000,FARMBNB,0.15150000,BNBUSDT,240.90000000,200.0,221.937,43.874000000000024,BUY_SELL_SELL
704,2023-12-17 20:09:47.949920,USDT,BUSDUSDT,1.00030000,RPLBUSD,24.17000000,RPLUSDT,26.74000000,200.0,221.14,42.27999999999997,BUY_BUY_SELL
302,2023-12-17 20:09:47.944855,USDT,GTOUSDT,0.01233000,GTOPAX,0.01361000,PAXUSDT,0.99960000,200.0,220.614,41.22800000000001,BUY_SELL_SELL
475,2023-12-17 20:09:47.946974,USDT,BUSDUSDT,1.00030000,PROMBUSD,4.42400000,PROMUSDT,4.87800000,200.0,220.398,40.79599999999999,BUY_BUY_SELL
697,2023-12-17 20:09:47.949837,USDT,BUSDUSDT,1.00030000,APTBUSD,7.31980000,APTUSDT,8.06340000,200.0,220.191,40.382000000000005,BUY_BUY_SELL
511,2023-12-17 20:09:47.947402,USDT,BUSDUSDT,1.00030000,CHZBUSD,0.07460000,CHZUSDT,0.08215000,200.0,220.115,40.23000000000002,BUY_BUY_SELL
591,2023-12-17 20:09:47.948510,USDT,BUSDUSDT,1.00030000,ARPABUSD,0.04660000,ARPAUSDT,0.05128000,200.0,219.96,39.920000000000016,BUY_BUY_SELL
456,2023-12-17 20:09:47.946746,USDT,BUSDUSDT,1.00030000,AAVEBUSD,93.00000000,AAVEUSDT,102.26000000,200.0,219.788,39.57600000000002,BUY_BUY_SELL
165,2023-12-17 20:09:47.942720,USDT,BNBUSDT,240.90000000,UNFIBNB,0.02654000,UNFIUSDT,7.02400000,200.0,219.664,39.327999999999975,BUY_BUY_SELL
675,2023-12-17 20:09:47.949570,USDT,BUSDUSDT,1.00030000,ASRBUSD,2.15900000,ASRUSDT,2.37100000,200.0,219.513,39.02600000000001,BUY_BUY_SELL
646,2023-12-17 20:09:47.949203,USDT,BUSDUSDT,1.00030000,ANCBUSD,0.02872000,ANCUSDT,0.03151000,200.0,219.303,38.605999999999995,BUY_BUY_SELL
794,2023-12-17 20:09:47.951378,USDT,AUDUSDT,0.72520000,SANDAUD,0.63590000,SANDUSDT,0.50370000,200.0,218.392,36.78399999999999,BUY_BUY_SELL
801,2023-12-17 20:09:47.951473,USDT,USTUSDT,0.24577900,ETHUST,8239.72000000,ETHUSDT,2211.04000000,200.0,218.298,36.596000000000004,BUY_BUY_SELL
673,2023-12-17 20:09:47.949545,USDT,BUSDUSDT,1.00030000,OGBUSD,4.41600000,OGUSDT,4.80400000,200.0,217.447,34.894000000000005,BUY_BUY_SELL
668,2023-12-17 20:09:47.949480,USDT,BUSDUSDT,1.00030000,DREPBUSD,0.25360000,DREPUSDT,0.27580000,200.0,217.383,34.76600000000002,BUY_BUY_SELL
399,2023-12-17 20:09:47.946058,USDT,BUSDUSDT,1.00030000,KNCBUSD,0.63700000,KNCUSDT,0.69200000,200.0,217.143,34.286,BUY_BUY_SELL
296,2023-12-17 20:09:47.944783,USDT,BATUSDT,0.23570000,BATPAX,0.25560000,PAXUSDT,0.99960000,200.0,216.739,33.47800000000001,BUY_SELL_SELL
496,2023-12-17 20:09:47.947224,USDT,BUSDUSDT,1.00030000,BANDBUSD,1.53900000,BANDUSDT,1.66300000,200.0,215.99,31.980000000000018,BUY_BUY_SELL
356,2023-12-17 20:09:47.945549,USDT,ADAUSDT,0.59040000,ADABUSD,0.63740000,BUSDUSDT,1.00030000,200.0,215.926,31.851999999999975,BUY_SELL_SELL
371,2023-12-17 20:09:47.945724,USDT,BUSDUSDT,1.00030000,WAVESBUSD,2.21600000,WAVESUSDT,2.38800000,200.0,215.399,30.798000000000002,BUY_BUY_SELL
228,2023-12-17 20:09:47.943878,USDT,TUSDUSDT,0.99810000,NEOTUSD,11.81800000,NEOUSDT,12.66000000,200.0,214.597,29.194000000000013,BUY_BUY_SELL
384,2023-12-17 20:09:47.945884,USDT,ALGOUSDT,0.19330000,ALGOBUSD,0.20710000,BUSDUSDT,1.00030000,200.0,214.283,28.565999999999974,BUY_SELL_SELL
537,2023-12-17 20:09:47.947859,USDT,RLCUSDT,1.66500000,RLCBUSD,1.78300000,BUSDUSDT,1.00030000,200.0,214.178,28.35599999999999,BUY_SELL_SELL
525,2023-12-17 20:09:47.947573,USDT,BUSDUSDT,1.00030000,MIRBUSD,0.13237000,MIRUSDT,0.14168000,200.0,213.942,27.884000000000015,BUY_BUY_SELL
15,2023-12-17 20:09:47.938632,USDT,GNOUSDT,219.10000000,GNOBTC,0.00562400,BTCUSDT,41671.94000000,200.0,213.87199999999999,27.743999999999968,BUY_SELL_SELL
724,2023-12-17 20:09:47.950227,USDT,EURUSDT,1.09280000,HOTEUR,0.00178900,HOTUSDT,0.00208800,200.0,213.544,27.088000000000022,BUY_BUY_SELL
605,2023-12-17 20:09:47.948686,USDT,BUSDUSDT,1.00030000,BNXBUSD,0.27430000,BNXUSDT,0.29300000,200.0,213.511,27.02199999999999,BUY_BUY_SELL
433,2023-12-17 20:09:47.946479,USDT,DOTUSDT,6.91100000,DOTBUSD,7.37300000,BUSDUSDT,1.00030000,200.0,213.374,26.747999999999987,BUY_SELL_SELL
659,2023-12-17 20:09:47.949361,USDT,BUSDUSDT,1.00030000,PORTOBUSD,1.75700000,PORTOUSDT,1.87000000,200.0,212.739,25.478000000000005,BUY_BUY_SELL
782,2023-12-17 20:09:47.951219,USDT,MATICUSDT,0.82790000,MATICAUD,1.21410000,AUDUSDT,0.72520000,200.0,212.638,25.27600000000001,BUY_SELL_SELL
240,2023-12-17 20:09:47.944036,USDT,TUSDUSDT,0.99810000,BATTUSD,0.22220000,BATUSDT,0.23570000,200.0,212.495,24.99000000000001,BUY_BUY_SELL
610,2023-12-17 20:09:47.948763,USDT,CITYUSDT,2.79000000,CITYBUSD,2.96400000,BUSDUSDT,1.00030000,200.0,212.477,24.954000000000008,BUY_SELL_SELL
694,2023-12-17 20:09:47.949801,USDT,BUSDUSDT,1.00030000,AGIXBUSD,0.29947000,AGIXUSDT,0.31686000,200.0,211.49,22.980000000000018,BUY_BUY_SELL
450,2023-12-17 20:09:47.946675,USDT,BUSDUSDT,1.00030000,AVAXBUSD,38.99000000,AVAXUSDT,41.14000000,200.0,210.905,21.810000000000002,BUY_BUY_SELL
301,2023-12-17 20:09:47.944843,USDT,ALGOUSDT,0.19330000,ALGOPAX,0.20390000,PAXUSDT,0.99960000,200.0,210.823,21.646000000000015,BUY_SELL_SELL
691,2023-12-17 20:09:47.949766,USDT,BUSDUSDT,1.00030000,PROSBUSD,0.31500000,PROSUSDT,0.33210000,200.0,210.734,21.468000000000018,BUY_BUY_SELL
352,2023-12-17 20:09:47.945496,USDT,BUSDUSDT,1.00030000,ETCBUSD,19.03000000,ETCUSDT,20.06000000,200.0,210.702,21.403999999999996,BUY_BUY_SELL
188,2023-12-17 20:09:47.943043,USDT,BNBUSDT,240.90000000,GNOBNB,0.86500000,GNOUSDT,219.10000000,200.0,210.23,20.45999999999998,BUY_BUY_SELL
478,2023-12-17 20:09:47.947011,USDT,BUSDUSDT,1.00030000,DFBUSD,0.03600000,DFUSDT,0.03776000,200.0,209.655,19.310000000000002,BUY_BUY_SELL
534,2023-12-17 20:09:47.947823,USDT,MASKUSDT,3.42800000,MASKBUSD,3.58700000,BUSDUSDT,1.00030000,200.0,209.279,18.557999999999993,BUY_SELL_SELL
396,2023-12-17 20:09:47.946027,USDT,MATICUSDT,0.82790000,MATICBUSD,0.86590000,BUSDUSDT,1.00030000,200.0,209.183,18.365999999999985,BUY_SELL_SELL
539,2023-12-17 20:09:47.947879,USDT,BUSDUSDT,1.00030000,ATMBUSD,2.42000000,ATMUSDT,2.53200000,200.0,209.133,18.26600000000002,BUY_BUY_SELL
408,2023-12-17 20:09:47.946183,USDT,DCRUSDT,15.34000000,DCRBUSD,16.03500000,BUSDUSDT,1.00030000,200.0,209.064,18.127999999999986,BUY_SELL_SELL
345,2023-12-17 20:09:47.945419,USDT,BNBUSDT,240.90000000,BNBBUSD,251.80000000,BUSDUSDT,1.00030000,200.0,209.052,18.103999999999985,BUY_SELL_SELL
541,2023-12-17 20:09:47.947907,USDT,FTMUSDT,0.40440000,FTMBUSD,0.42180000,BUSDUSDT,1.00030000,200.0,208.608,17.216000000000008,BUY_SELL_SELL
723,2023-12-17 20:09:47.950214,USDT,EURUSDT,1.09280000,BTTEUR,0.00243600,BTTUSDT,0.00277700,200.0,208.575,17.149999999999977,BUY_BUY_SELL
393,2023-12-17 20:09:47.945987,USDT,BUSDUSDT,1.00030000,CTSIBUSD,0.16420000,CTSIUSDT,0.17130000,200.0,208.525,17.05000000000001,BUY_BUY_SELL
795,2023-12-17 20:09:47.951391,USDT,AUDUSDT,0.72520000,GALAAUD,0.03960000,GALAUSDT,0.02995000,200.0,208.521,17.041999999999973,BUY_BUY_SELL
650,2023-12-17 20:09:47.949250,USDT,BUSDUSDT,1.00030000,TBUSD,0.02312000,TUSDT,0.02411000,200.0,208.441,16.882000000000005,BUY_BUY_SELL
518,2023-12-17 20:09:47.947490,USDT,XVGUSDT,0.00350400,XVGBUSD,0.00365100,BUSDUSDT,1.00030000,200.0,208.393,16.786,BUY_SELL_SELL
415,2023-12-17 20:09:47.946268,USDT,DOGEUSDT,0.09355000,DOGEBUSD,0.09742000,BUSDUSDT,1.00030000,200.0,208.276,16.55200000000002,BUY_SELL_SELL
203,2023-12-17 20:09:47.943302,USDT,ALICEUSDT,1.21200000,ALICEBNB,0.00524000,BNBUSDT,240.90000000,200.0,208.243,16.48599999999999,BUY_SELL_SELL
655,2023-12-17 20:09:47.949311,USDT,BUSDUSDT,1.00030000,ALPINEBUSD,1.74900000,ALPINEUSDT,1.82100000,200.0,208.111,16.22199999999998,BUY_BUY_SELL
588,2023-12-17 20:09:47.948475,USDT,BUSDUSDT,1.00030000,YGGBUSD,0.40530000,YGGUSDT,0.42170000,200.0,207.97,15.939999999999998,BUY_BUY_SELL
357,2023-12-17 20:09:47.945561,USDT,BCHUSDT,227.20000000,BCHBUSD,236.00000000,BUSDUSDT,1.00030000,200.0,207.749,15.49799999999999,BUY_SELL_SELL
503,2023-12-17 20:09:47.947308,USDT,BUSDUSDT,1.00030000,PHABUSD,0.10340000,PHAUSDT,0.10740000,200.0,207.615,15.230000000000018,BUY_BUY_SELL
477,2023-12-17 20:09:47.947003,USDT,GHSTUSDT,0.92200000,GHSTBUSD,0.95700000,BUSDUSDT,1.00030000,200.0,207.594,15.187999999999988,BUY_SELL_SELL
468,2023-12-17 20:09:47.946892,USDT,BUSDUSDT,1.00030000,CVPBUSD,0.34300000,CVPUSDT,0.35610000,200.0,207.516,15.031999999999982,BUY_BUY_SELL
392,2023-12-17 20:09:47.945979,USDT,SOLUSDT,72.00000000,SOLBUSD,74.62000000,BUSDUSDT,1.00030000,200.0,207.28,14.560000000000004,BUY_SELL_SELL
480,2023-12-17 20:09:47.947035,USDT,BUSDUSDT,1.00030000,PSGBUSD,3.01900000,PSGUSDT,3.12500000,200.0,206.9,13.800000000000011,BUY_BUY_SELL
461,2023-12-17 20:09:47.946809,USDT,BUSDUSDT,1.00030000,ONEBUSD,0.01505000,ONEUSDT,0.01555000,200.0,206.523,13.04599999999999,BUY_BUY_SELL
674,2023-12-17 20:09:47.949557,USDT,BUSDUSDT,1.00030000,KEYBUSD,0.00543000,KEYUSDT,0.00560700,200.0,206.397,12.793999999999983,BUY_BUY_SELL
355,2023-12-17 20:09:47.945533,USDT,BUSDUSDT,1.00030000,XLMBUSD,0.11970000,XLMUSDT,0.12360000,200.0,206.394,12.788000000000011,BUY_BUY_SELL
348,2023-12-17 20:09:47.945453,USDT,ETHUSDT,2211.04000000,ETHBUSD,2281.12000000,BUSDUSDT,1.00030000,200.0,206.341,12.682000000000016,BUY_SELL_SELL
347,2023-12-17 20:09:47.945442,USDT,XRPUSDT,0.61550000,XRPBUSD,0.63450000,BUSDUSDT,1.00030000,200.0,206.176,12.351999999999975,BUY_SELL_SELL
739,2023-12-17 20:09:47.950455,USDT,EURUSDT,1.09280000,ZILEUR,0.02063000,ZILUSDT,0.02324000,200.0,206.10999999999999,12.21999999999997,BUY_BUY_SELL
331,2023-12-17 20:09:47.945228,USDT,USDCUSDT,1.00090000,GTOUSDC,0.01196000,GTOUSDT,0.01233000,200.0,205.942,11.884000000000015,BUY_BUY_SELL
600,2023-12-17 20:09:47.948625,USDT,BUSDUSDT,1.00030000,TROYBUSD,0.00226900,TROYUSDT,0.00233500,200.0,205.696,11.391999999999996,BUY_BUY_SELL
457,2023-12-17 20:09:47.946760,USDT,BUSDUSDT,1.00030000,NEARBUSD,2.24900000,NEARUSDT,2.31300000,200.0,205.57,11.139999999999986,BUY_BUY_SELL
667,2023-12-17 20:09:47.949468,USDT,BUSDUSDT,1.00030000,REIBUSD,0.03079000,REIUSDT,0.03163000,200.0,205.335,10.670000000000016,BUY_BUY_SELL
669,2023-12-17 20:09:47.949496,USDT,AKROUSDT,0.00602000,AKROBUSD,0.00618000,BUSDUSDT,1.00030000,200.0,205.317,10.634000000000015,BUY_SELL_SELL
406,2023-12-17 20:09:47.946148,USDT,BUSDUSDT,1.00030000,SXPBUSD,0.37210000,SXPUSDT,0.38220000,200.0,205.307,10.613999999999976,BUY_BUY_SELL
346,2023-12-17 20:09:47.945430,USDT,BTCUSDT,41671.94000000,BTCBUSD,42769.40000000,BUSDUSDT,1.00030000,200.0,205.269,10.538000000000011,BUY_SELL_SELL
437,2023-12-17 20:09:47.946523,USDT,BUSDUSDT,1.00030000,PAXGBUSD,1941.00000000,PAXGUSDT,1993.00000000,200.0,205.236,10.47199999999998,BUY_BUY_SELL
411,2023-12-17 20:09:47.946214,USDT,BUSDUSDT,1.00030000,MKRBUSD,1293.00000000,MKRUSDT,1327.00000000,200.0,205.138,10.27600000000001,BUY_BUY_SELL
793,2023-12-17 20:09:47.951371,USDT,NUUSDT,0.54360000,NUAUD,0.76900000,AUDUSDT,0.72520000,200.0,205.12,10.240000000000009,BUY_SELL_SELL
390,2023-12-17 20:09:47.945950,USDT,BUSDUSDT,1.00030000,BNBBEARBUSD,57.21000000,BNBBEARUSDT,58.61000000,200.0,204.773,9.545999999999992,BUY_BUY_SELL
315,2023-12-17 20:09:47.945040,USDT,USDCUSDT,1.00090000,BCHSVUSDC,57.50000000,BCHSVUSDT,58.90000000,200.0,204.625,9.25,BUY_BUY_SELL
680,2023-12-17 20:09:47.949631,USDT,BUSDUSDT,1.00030000,LEVERBUSD,0.00130800,LEVERUSDT,0.00133900,200.0,204.619,9.238,BUY_BUY_SELL
413,2023-12-17 20:09:47.946238,USDT,BUSDUSDT,1.00030000,RUNEBUSD,5.46200000,RUNEUSDT,5.59000000,200.0,204.566,9.132000000000005,BUY_BUY_SELL
389,2023-12-17 20:09:47.945943,USDT,BNBBULLUSDT,57.21000000,BNBBULLBUSD,58.37000000,BUSDUSDT,1.00030000,200.0,204.056,8.112000000000023,BUY_SELL_SELL
701,2023-12-17 20:09:47.949889,USDT,VITEUSDT,0.01692000,VITEBUSD,0.01726000,BUSDUSDT,1.00030000,200.0,204.02,8.04000000000002,BUY_SELL_SELL
679,2023-12-17 20:09:47.949618,USDT,BUSDUSDT,1.00030000,WBTCBUSD,40760.13000000,WBTCUSDT,41595.77000000,200.0,203.97899999999998,7.957999999999971,BUY_BUY_SELL
576,2023-12-17 20:09:47.948335,USDT,TRIBEUSDT,0.20180000,TRIBEBUSD,0.20570000,BUSDUSDT,1.00030000,200.0,203.86599999999999,7.731999999999971,BUY_SELL_SELL
561,2023-12-17 20:09:47.948146,USDT,BUSDUSDT,1.00030000,MLNBUSD,15.73000000,MLNUSDT,16.04000000,200.0,203.82,7.6399999999999855,BUY_BUY_SELL
661,2023-12-17 20:09:47.949395,USDT,MOBUSDT,0.54000000,MOBBUSD,0.55000000,BUSDUSDT,1.00030000,200.0,203.70499999999998,7.409999999999968,BUY_SELL_SELL
769,2023-12-17 20:09:47.950916,USDT,BTCUSDT,41671.94000000,BTCDAI,41663.30000000,DAIUSDT,1.01890000,200.0,203.678,7.3559999999999945,BUY_SELL_SELL
772,2023-12-17 20:09:47.951092,USDT,BUSDUSDT,1.00030000,BUSDDAI,1.00000000,DAIUSDT,1.01890000,200.0,203.659,7.3179999999999845,BUY_SELL_SELL
649,2023-12-17 20:09:47.949238,USDT,BUSDUSDT,1.00030000,TFUELBUSD,0.04390000,TFUELUSDT,0.04470000,200.0,203.524,7.048000000000002,BUY_BUY_SELL
770,2023-12-17 20:09:47.951048,USDT,ETHUSDT,2211.04000000,ETHDAI,2208.64000000,DAIUSDT,1.01890000,200.0,203.499,6.9979999999999905,BUY_SELL_SELL
771,2023-12-17 20:09:47.951077,USDT,BNBUSDT,240.90000000,BNBDAI,240.60000000,DAIUSDT,1.01890000,200.0,203.466,6.932000000000016,BUY_SELL_SELL
730,2023-12-17 20:09:47.950341,USDT,LAZIOUSDT,1.88200000,LAZIOEUR,1.75100000,EURUSDT,1.09280000,200.0,203.287,6.574000000000011,BUY_SELL_SELL
360,2023-12-17 20:09:47.945593,USDT,BUSDUSDT,1.00030000,EURBUSD,1.07570000,EURUSDT,1.09280000,200.0,203.058,6.1159999999999854,BUY_BUY_SELL
387,2023-12-17 20:09:47.945918,USDT,XMRUSDT,167.70000000,XMRBUSD,170.20000000,BUSDUSDT,1.00030000,200.0,202.982,5.963999999999999,BUY_SELL_SELL
455,2023-12-17 20:09:47.946735,USDT,BUSDUSDT,1.00030000,VIDTBUSD,0.02305000,VIDTUSDT,0.02337000,200.0,202.656,5.312000000000012,BUY_BUY_SELL
373,2023-12-17 20:09:47.945753,USDT,EOSBULLUSDT,3.85000000,EOSBULLBUSD,3.90000000,BUSDUSDT,1.00030000,200.0,202.59799999999998,5.1959999999999695,BUY_SELL_SELL
374,2023-12-17 20:09:47.945761,USDT,BUSDUSDT,1.00030000,EOSBEARBUSD,29.81000000,EOSBEARUSDT,30.21000000,200.0,202.563,5.125999999999976,BUY_BUY_SELL
287,2023-12-17 20:09:47.944665,USDT,PAXUSDT,0.99960000,BCHSVPAX,58.18000000,BCHSVUSDT,58.90000000,200.0,202.496,4.992000000000019,BUY_BUY_SELL
584,2023-12-17 20:09:47.948428,USDT,BUSDUSDT,1.00030000,GALABUSD,0.02957000,GALAUSDT,0.02995000,200.0,202.44899999999998,4.897999999999968,BUY_BUY_SELL
512,2023-12-17 20:09:47.947414,USDT,BUSDUSDT,1.00030000,BIFIBUSD,359.60000000,BIFIUSDT,364.00000000,200.0,202.326,4.651999999999987,BUY_BUY_SELL
731,2023-12-17 20:09:47.950353,USDT,PORTOUSDT,1.87000000,PORTOEUR,1.73100000,EURUSDT,1.09280000,200.0,202.254,4.507999999999981,BUY_SELL_SELL
513,2023-12-17 20:09:47.947426,USDT,BUSDUSDT,1.00030000,LINABUSD,0.01013100,LINAUSDT,0.01024600,200.0,202.15,4.300000000000011,BUY_BUY_SELL
120,2023-12-17 20:09:47.942015,USDT,KAVAUSDT,0.79700000,KAVABNB,0.00334400,BNBUSDT,240.90000000,200.0,202.09,4.180000000000007,BUY_SELL_SELL
152,2023-12-17 20:09:47.942538,USDT,BNBUSDT,240.90000000,CREAMBNB,0.07230000,CREAMUSDT,17.60000000,200.0,202.041,4.081999999999994,BUY_BUY_SELL
657,2023-12-17 20:09:47.949336,USDT,BUSDUSDT,1.00030000,SANTOSBUSD,2.91700000,SANTOSUSDT,2.94800000,200.0,202.005,4.009999999999991,BUY_BUY_SELL
434,2023-12-17 20:09:47.946486,USDT,BUSDUSDT,1.00030000,LUNABUSD,0.94420000,LUNAUSDT,0.95420000,200.0,201.998,3.995999999999981,BUY_BUY_SELL
33,2023-12-17 20:09:47.939947,USDT,WAVESUSDT,2.38800000,WAVESETH,0.00109000,ETHUSDT,2211.04000000,200.0,201.785,3.569999999999993,BUY_SELL_SELL
363,2023-12-17 20:09:47.945629,USDT,BUSDUSDT,1.00030000,ETHBULLBUSD,78.46000000,ETHBULLUSDT,79.18000000,200.0,201.715,3.430000000000007,BUY_BUY_SELL
195,2023-12-17 20:09:47.943164,USDT,BNXUSDT,0.29300000,BNXBNB,0.00122700,BNBUSDT,240.90000000,200.0,201.704,3.408000000000015,BUY_SELL_SELL
221,2023-12-17 20:09:47.943743,USDT,BNBUSDT,240.90000000,NTRNBNB,0.00480800,NTRNUSDT,1.16810000,200.0,201.641,3.2819999999999823,BUY_BUY_SELL
214,2023-12-17 20:09:47.943650,USDT,BNBUSDT,240.90000000,HOOKBNB,0.00464660,HOOKUSDT,1.12850000,200.0,201.572,3.144000000000005,BUY_BUY_SELL
184,2023-12-17 20:09:47.942987,USDT,RAYUSDT,0.88390000,RAYBNB,0.00369600,BNBUSDT,240.90000000,200.0,201.403,2.805999999999983,BUY_SELL_SELL
768,2023-12-17 20:09:47.950898,USDT,GMTUSDT,0.25890000,GMTGBP,0.21070000,GBPUSDT,1.23700000,200.0,201.281,2.562000000000012,BUY_SELL_SELL
16,2023-12-17 20:09:47.938667,USDT,BTCUSDT,41671.94000000,ILVBTC,0.00214400,ILVUSDT,89.91000000,200.0,201.20499999999998,2.409999999999968,BUY_BUY_SELL
96,2023-12-17 20:09:47.941599,USDT,ENJUSDT,0.32750000,ENJBNB,0.00136800,BNBUSDT,240.90000000,200.0,201.19299999999998,2.3859999999999673,BUY_SELL_SELL
17,2023-12-17 20:09:47.939123,USDT,BTCUSDT,41671.94000000,GMXBTC,0.00107600,GMXUSDT,45.12000000,200.0,201.19299999999998,2.3859999999999673,BUY_BUY_SELL
220,2023-12-17 20:09:47.943731,USDT,BNBUSDT,240.90000000,CYBERBNB,0.02560700,CYBERUSDT,6.20600000,200.0,201.148,2.2959999999999923,BUY_BUY_SELL
209,2023-12-17 20:09:47.943557,USDT,BNBUSDT,240.90000000,APEBNB,0.00703100,APEUSDT,1.70400000,200.0,201.148,2.2959999999999923,BUY_BUY_SELL
205,2023-12-17 20:09:47.943440,USDT,BNBUSDT,240.90000000,HIGHBNB,0.00713900,HIGHUSDT,1.73000000,200.0,201.128,2.255999999999972,BUY_BUY_SELL
734,2023-12-17 20:09:47.950384,USDT,EURUSDT,1.09280000,GALAEUR,0.02725000,GALAUSDT,0.02995000,200.0,201.09,2.180000000000007,BUY_BUY_SELL
119,2023-12-17 20:09:47.941998,USDT,BNBUSDT,240.90000000,STXBNB,0.00422400,STXUSDT,1.02340000,200.0,201.088,2.1759999999999877,BUY_BUY_SELL
808,2023-12-17 20:09:47.951612,USDT,FDUSDUSDT,0.99810000,SUIFDUSD,0.60690000,SUIUSDT,0.60910000,200.0,201.047,2.093999999999994,BUY_BUY_SELL
833,2023-12-17 20:09:47.951981,USDT,FDUSDUSDT,0.99810000,SANDFDUSD,0.50190000,SANDUSDT,0.50370000,200.0,201.039,2.0779999999999745,BUY_BUY_SELL
186,2023-12-17 20:09:47.943012,USDT,BNBUSDT,240.90000000,MBOXBNB,0.00127900,MBOXUSDT,0.30980000,200.0,201.036,2.0720000000000027,BUY_BUY_SELL
515,2023-12-17 20:09:47.947449,USDT,BUSDUSDT,1.00030000,RAMPBUSD,0.05210000,RAMPUSDT,0.05240000,200.0,201.031,2.062000000000012,BUY_BUY_SELL
687,2023-12-17 20:09:47.949722,USDT,AMBUSDT,0.00792000,AMBBUSD,0.00796000,BUSDUSDT,1.00030000,200.0,201.01,2.019999999999982,BUY_SELL_SELL
264,2023-12-17 20:09:47.944367,USDT,TUSDUSDT,0.99810000,COMPTUSD,50.91000000,COMPUSDT,51.08000000,200.0,200.99,1.9800000000000182,BUY_BUY_SELL
732,2023-12-17 20:09:47.950365,USDT,ALPINEUSDT,1.82100000,ALPINEEUR,1.67500000,EURUSDT,1.09280000,200.0,200.977,1.9540000000000077,BUY_SELL_SELL
738,2023-12-17 20:09:47.950443,USDT,EURUSDT,1.09280000,FTMEUR,0.36820000,FTMUSDT,0.40440000,200.0,200.95,1.8999999999999775,BUY_BUY_SELL
716,2023-12-17 20:09:47.950104,USDT,EURUSDT,1.09280000,EOSEUR,0.74300000,EOSUSDT,0.81600000,200.0,200.937,1.8740000000000236,BUY_BUY_SELL
375,2023-12-17 20:09:47.945778,USDT,XRPBULLUSDT,8.74000000,XRPBULLBUSD,8.78000000,BUSDUSDT,1.00030000,200.0,200.916,1.8319999999999936,BUY_SELL_SELL
7,2023-12-17 20:09:47.937501,USDT,BTCUSDT,41671.94000000,MKRBTC,0.03169000,MKRUSDT,1327.00000000,200.0,200.912,1.8240000000000125,BUY_BUY_SELL
271,2023-12-17 20:09:47.944453,USDT,TUSDUSDT,0.99810000,INJTUSD,29.85600000,INJUSDT,29.94400000,200.0,200.911,1.8220000000000027,BUY_BUY_SELL
743,2023-12-17 20:09:47.950503,USDT,EURUSDT,1.09280000,OPEUR,1.89600000,OPUSDT,2.08200000,200.0,200.91,1.8199999999999932,BUY_BUY_SELL
161,2023-12-17 20:09:47.942672,USDT,INJUSDT,29.94400000,INJBNB,0.12489000,BNBUSDT,240.90000000,200.0,200.888,1.7760000000000105,BUY_SELL_SELL
130,2023-12-17 20:09:47.942221,USDT,SNXUSDT,3.90100000,SNXBNB,0.01627000,BNBUSDT,240.90000000,200.0,200.886,1.7719999999999914,BUY_SELL_SELL
836,2023-12-17 20:09:47.952028,USDT,ETHUSDT,2211.04000000,ETHAEUR,2033.97000000,AEURUSDT,1.09220000,200.0,200.886,1.7719999999999914,BUY_SELL_SELL
736,2023-12-17 20:09:47.950419,USDT,EURUSDT,1.09280000,APEEUR,1.55200000,APEUSDT,1.70400000,200.0,200.88,1.7599999999999907,BUY_BUY_SELL
286,2023-12-17 20:09:47.944658,USDT,BCHABCUSDT,220.08000000,BCHABCPAX,221.20000000,PAXUSDT,0.99960000,200.0,200.877,1.754000000000019,BUY_SELL_SELL
353,2023-12-17 20:09:47.945514,USDT,TRXUSDT,0.10284000,TRXBUSD,0.10329000,BUSDUSDT,1.00030000,200.0,200.875,1.7500000000000002,BUY_SELL_SELL
